SHORTNM,VALUETXT
xBMCN - NICU - Group 1, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4005357000^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 1^----^GroupSchedule
xBMCN - NICU - Group 2, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4005357000^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 2^----^GroupSchedule
xBMCN - NICU - Group 3, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4005357000^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 3^----^GroupSchedule
xBMCN - NICU - Last Group, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4005357000^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN LAST^----^GroupSchedule
xBMCN - NICU - PERM 1, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4005357000^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN PERM^----^GroupSchedule
xBMCN - NNP - Group Perm, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4005350300^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN - Perm 1^----^GroupSchedule
xBMCN - NSU - Group 1, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4004957001^----^*^----^*^----^BMCN Group 1^----^GroupSchedule
xBMCN - NSU - Group 2, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4004957001^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 2^----^GroupSchedule
xBMCN - NSU - Group 3, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4004957001^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 3^----^GroupSchedule
xBMCN - NSU - PERM 1, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4004957001^----^*^----^*^----^BMCN PERM^----^GroupSchedule
xBMCN - OBGYN - Group 1, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4006257000#4006257001#4006257002#4006257003^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 1^----^GroupSchedule
xBMCN - OBGYN - Group 2, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4006257000#4006257001#4006257002#4006257003^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 2^----^GroupSchedule
xBMCN - OBGYN - Group 3, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4006257000#4006257001#4006257002#4006257003^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 3^----^GroupSchedule
xBMCN - OBGYN - Last Group, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4006257000#4006257001#4006257002#4006257003^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN LAST^----^GroupSchedule
xBMCN - OBGYN - PERM 1, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4006257000#4006257001#4006257002#4006257003^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN PERM^----^GroupSchedule
xBMCN - OR - Group 1, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257201^----^*^----^*^----^BMCN Group 1^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xBMCN - OR - Group 2, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257201^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 2^----^GroupSchedule
xBMCN - OR - Group 3, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257201^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 3^----^GroupSchedule
xBMCN - OR - Last Group, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257201^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN LAST^----^GroupSchedule
xBMCN - OR - PERM 1, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257201^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN PERM^----^GroupSchedule
xBMCN - PACU - Group 1, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4003057200^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 1^----^GroupSchedule
xBMCN - PACU - Group 2, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4003057200^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 2^----^GroupSchedule
xBMCN - PACU - Group 3, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4003057200^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 3^----^GroupSchedule
xBMCN - PACU - Last Group, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4003057200^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN LAST^----^GroupSchedule
xBMCN - PACU - PERM 1, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4003057200^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN PERM^----^GroupSchedule
xBMCN - PCU - Group 1, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4004657007^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 1^----^GroupSchedule
xBMCN - PCU - Group 2, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4004657007^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 2^----^GroupSchedule
xBMCN - PCU - Group 3, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4004657007^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 3^----^GroupSchedule
xBMCN - PCU - PERM 1, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4004657007^----^*^----^*^----^BMCN PERM^----^GroupSchedule
xBMCN - Peds - Group 1, 1^----^$now^----^EmploymentStatus^----^BMCN Group 1^----^GroupSchedule
xBMCN - Peds - Group 2, 1^----^$now^----^EmploymentStatus^----^BMCN Group 2^----^GroupSchedule
xBMCN - Peds - Group 3, 1^----^$now^----^EmploymentStatus^----^BMCN Group 3^----^GroupSchedule
xBMCN - Peds - Last Group, 1^----^$now^----^EmploymentStatus^----^BMCN LAST^----^GroupSchedule
xBMCN - Peds - PERM 1, 1^----^$now^----^EmploymentStatus
xBMCN - PES - Group 1, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4004257604^----^*^----^*^----^BMCN Group 1^----^GroupSchedule
xBMCN - PES - Group 2, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4004257604^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 2^----^GroupSchedule
xBMCN - PES - Group 3, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4004257604^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 3^----^GroupSchedule
xBMCN - PES - PERM 1, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4004257604^----^*^----^*^----^BMCN PERM^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xBMCN - SICU - Group 1, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257002^----^*^----^*^----^BMCN Group 1^----^GroupSchedule
xBMCN - SICU - Group 2, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257002^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 2^----^GroupSchedule
xBMCN - SICU - Group 3, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257002^----^*^----^*^----^BMCN Group 3^----^GroupSchedule
xBMCN - SICU - PERM 1, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257002^----^*^----^*^----^BMCN PERM^----^GroupSchedule
xBMCN - Staff Office - Group 1, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4001350300^----^*^----^*^----^BMCN Group 1^----^GroupSchedule
xBMCN - Staff Office - Group 2, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4001350300^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 2^----^GroupSchedule
xBMCN - Staff Office - PERM 1, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4001350300^----^*^----^*^----^BMCN PERM^----^GroupSchedule
xBMCN - Wenz - Group 1, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257004^----^*^----^*^----^BMCN Group 1^----^GroupSchedule
xBMCN - Wenz - Group 2, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257004^----^*^----^*^----^BMCN Group 2^----^GroupSchedule
xBMCN - Wenz - Group 3, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257004^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 3^----^GroupSchedule
xBMCN - Wenz - PERM 1, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257004^----^*^----^*^----^BMCN PERM^----^GroupSchedule
xBMCN Global Group 1, BMCN Group 1^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xBMCN Global Group 2, BMCN Group 2^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xBMCN Global Group 3, BMCN Group 3^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xBMCN Global LAST, BMCN LAST^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xBMCN Global PERM, BMCN PERM^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xHCGH - 1N Group A, 6407210000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH - 1N Group B, 6407210000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH - 1N Group C, 6407210000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH - 1N Group PRN, 6407210000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH - Social Work ALL, 6406122000^----^1^----^HomeAcct
xHCGH 2P - Group A, 6407120000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH 2P - Group B, 6407120000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH 2P - Group C, 6407120000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH 2P - Group PRN, 6407120000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH 2S - Group A, 6407125000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH 2S - Group B, 6407125000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH 2S - Group C, 6407125000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH 2S - Group PRN, 6407125000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH 3P - Group A, 6407130000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH 3P - Group B, 6407130000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH 3P - Group C, 6407130000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH 3P - Group PRN, 6407130000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH 4P - Group A, 6407140000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH 4P - Group B, 6407140000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH 4P - Group C, 6407140000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH 4P - Group PRN, 6407140000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH 4S - Group A, 6407240000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH 4S - Group B, 6407240000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH 4S - Group C, 6407240000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH 4S - Group PRN, 6407240000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH All Nursing PCT's, 1^----^$now^----^EmploymentStatus^----^IN^----^1^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob
xHCGH APU OT - All Groups, 6408260000^----^1^----^HomeAcct^----^HCGH Group A# HCGH Group B# HCGH Group C# HCGH Group PRN^----^GroupSchedule
xHCGH Cafeteria - Group A, 6408920000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH Cafeteria - Group B, 6408920000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH Cafeteria - Group C, 6408920000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH Cafeteria - Group PRN, 6408920000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH Cardio Diag - All Groups, 6408240000^----^1^----^HomeAcct
xHCGH Case Mgmt - All Groups, 6406120000^----^1^----^HomeAcct
xHCGH Case Mgmt - Group A, 6406120000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH Case Mgmt - Group B + C, 6406120000^----^1^----^HomeAcct
xHCGH Case Mgmt - Group PRN, 6406120000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH Clinic Peri - Group A, 6408835000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH Clinic Peri - Group B, 6408835000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH Clinic Peri - Group C, 6408835000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH Clinic Peri - Group PRN, 6408835000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH CMRC - All Groups, 6405800000^----^1^----^HomeAcct
xHCGH ConstantObserver - Group A, HCGH Group A^----^GroupSchedule^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6407071000^----^*^----^*
xHCGH CPO - Group A, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6407515000^----^*^----^*^----^HCGH Group A^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xHCGH CPO - Group B, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6407515000^----^*^----^*^----^HCGH Group B^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xHCGH CPO - Group C, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6407515000^----^*^----^*^----^HCGH Group C^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xHCGH Diagnostic - Group A, 6408410000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH Diagnostic - Group B, 6408410000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH Diagnostic - Group C, 6408410000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH ECHO - All Groups, 6408235000^----^1^----^HomeAcct
xHCGH ED - All Groups, 6407410000^----^1^----^HomeAcct
xHCGH ED PEDS - Group A, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6407420000#6407424000^----^*^----^*^----^HCGH Group A^----^GroupSchedule
xHCGH ED PEDS - Group B, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6407420000#6407424000^----^*^----^*^----^HCGH Group B# HCGH Group C^----^GroupSchedule
xHCGH ED PEDS - Group PRN, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6407420000#6407424000^----^*^----^*^----^HCGH Group PRN^----^GroupSchedule
xHCGH EVS - Group A, 6406920000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH EVS - Group B, 6406920000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH EVS - Group C, 6406920000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH EVS - Group PRN, 6406920000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH HIM - Group A, 6406510000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH HIM - Group B, 6406510000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH HIM - Group C, 6406510000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH HIM - Group PRN, 6406510000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH ICU - Group A, 6407235000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH ICU - Group B, 6407235000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH ICU - Group C, 6407235000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH ICU - Group PCA, 6407235000^----^1^----^HomeAcct^----^HCGH Group PCA^----^GroupSchedule
xHCGH ICU - Group PRN, 6407235000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH Imaging Administration, 6408400000^----^1^----^HomeAcct
xHCGH IRCV - Group A, 6408475000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH IRCV - Group B, 6408475000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH IRCV - Group C, 6408475000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH IRCV - Group D, 6408475000^----^1^----^HomeAcct^----^HCGH Group D^----^GroupSchedule
xHCGH IRCV - Group E, 6408475000^----^1^----^HomeAcct^----^HCGH Group E^----^GroupSchedule
xHCGH IRCV - Group PRN, 6408475000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH Lactation - All Groups, 6407350000^----^1^----^HomeAcct^----^HCGH Group A# HCGH Group B# HCGH Group C^----^GroupSchedule
xHCGH Lactation - Group PRN, 6407350000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH LD - Group A, 6407360000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH LD - Group B, 6407360000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH LD - Group C, 6407360000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH LD - Group PRN, 6407360000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH MAMMO - All Groups, 6408460000^----^1^----^HomeAcct^----^HCGH Group A# HCGH Group B# HCGH Group C^----^GroupSchedule
xHCGH MAMMO - Group PRN, 6408460000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH MCU - All Groups, 6407320000^----^1^----^HomeAcct^----^HCGH Group A# HCGH Group B# HCGH Group C^----^GroupSchedule
xHCGH MCU - Group PRN, 6407320000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH MRI - All Groups, 6408450000^----^1^----^HomeAcct
xHCGH MRI - Group PRN, 6408450000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH NICU - All Groups, 6407340000^----^1^----^HomeAcct
xHCGH NICU - Group A, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6407340000^----^*^----^*^----^HCGH Group A^----^GroupSchedule
xHCGH NICU - Group B, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6407340000^----^*^----^*^----^HCGH Group B^----^GroupSchedule
xHCGH NICU - Group C, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6407340000^----^*^----^*^----^HCGH Group C^----^GroupSchedule
xHCGH NICU - Group PRN, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6407340000^----^*^----^*^----^HCGH Group PRN^----^GroupSchedule
xHCGH Nuc Med - All Groups, 6408430000^----^1^----^HomeAcct
xHCGH OBS - Group A, 6407440000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH OBS - Group B, 6407440000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH OBS - Group C, 6407440000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH OR - Group A, 6407520000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH OR - Group B, 6407520000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH OR - Group C, 6407520000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH PACU - Group A, 6407550000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH PACU - Group B, 6407550000^----^1^----^HomeAcct^----^HCGH Group B# HCGH Group C^----^GroupSchedule
xHCGH PACU - Group C, 6407550000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH PACU - Group D, 6407550000^----^1^----^HomeAcct^----^HCGH Group D^----^GroupSchedule
xHCGH PACU - Group PRN, 6407550000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH Pastoral - All Groups, 6406141000^----^1^----^HomeAcct
xHCGH PEDS - Group A, 6407310000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH PEDS - Group B, HCGH Group B# HCGH Group C^----^GroupSchedule^----^6407310000^----^1^----^HomeAcct
xHCGH PEDS - Group PRN, 6407310000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH Pharmacy - Group A, 6408710000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH Pharmacy - Group B, 6408710000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH Pharmacy - Group C, 6408710000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH Pharmacy - Group PRN, 6408710000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH Psych - All Groups, 6407210000^----^1^----^HomeAcct
xHCGH Psych SW - All Groups, 6407215000^----^1^----^HomeAcct
xHCGH Pulmonary Function - ALL, 6408220000^----^1^----^HomeAcct
xHCGH RN Admin - All Groups, 6407010000^----^1^----^HomeAcct
xHCGH RN Admin - SDIR MGR, IN^----^1^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob
xHCGH RN Floats - All Groups, 6407040000^----^1^----^HomeAcct
xHCGH RT - All Groups, 6408210000^----^1^----^HomeAcct^----^HCGH Group A# HCGH Group B# HCGH Group C# HCGH Group D# HCGH Group E^----^GroupSchedule
xHCGH RT - Group PRN, 6408210000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH SCU - Group A, 6407230000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH SCU - Group B, 6407230000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH SCU - Group C, 6407230000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH SCU - Group PCA, 6407230000^----^1^----^HomeAcct^----^HCGH Group PCA^----^GroupSchedule
xHCGH SCU - Group PRN, 6407230000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH TCAS Doc Central - All, 4617515000^----^1^----^HomeAcct
xHCGH TCAS PACU - Group A, 4617555000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH TCAS PACU - Group B, 4617555000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH TCAS PACU - Group C, 4617555000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH TCAS PACU - Group PRN, 4617555000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH Transport Group A B C, 6408340000^----^1^----^HomeAcct
xHCGH Transport Group PRN, 6408340000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH Ultra - Group A, 6408490000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH Ultra - Group B, 6408490000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH Ultra - Group C, 6408490000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH Ultra - Group PRN, 6408490000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH Ultra Peri - Group A, 6408493000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH Ultra Peri - Group B, 6408493000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH Ultra Peri - Group C, 6408493000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH Ultra Peri - Group PRN, 6408493000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xHCGH Vascular - Group A, 6408495000^----^1^----^HomeAcct^----^HCGH Group A^----^GroupSchedule
xHCGH Vascular - Group B, 6408495000^----^1^----^HomeAcct^----^HCGH Group B^----^GroupSchedule
xHCGH Vascular - Group C, 6408495000^----^1^----^HomeAcct^----^HCGH Group C^----^GroupSchedule
xHCGH Vascular - Group PRN, 6408495000^----^1^----^HomeAcct^----^HCGH Group PRN^----^GroupSchedule
xJHH EVC JFA, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFA^----^*
xJHH EVC JFC, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFC^----^*
xJHH EVC JFD, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFD^----^*
xJHH EVC JFE, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFE^----^*
xJHH EVC JFF, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFF^----^*
xJHH EVC JFG, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFG^----^*
xJHH EVC JFH, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFH^----^*
xJHH EVC JFI, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFI^----^*
xJHH EVC JFJ, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFJ^----^*
xJHH EVC JFK, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFK^----^*
xJHH EVC JFL, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFL^----^*
xJHH EVC JFM, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFM^----^*
xJHH EVC JFN, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFN^----^*
xJHH EVC JFO, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFO^----^*
xJHH EVC JFP, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFP^----^*
xJHH EVC JFQ, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JFQ^----^*
